identifier,alternative_identifiers,country,continent,region,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,ychr_snps,avg_coverage,sequence_source,mitopatho_alleles,mitopatho_positions,mitopatho_locus,mitopatho_diseases,mitopatho_statuses,mitopatho_homoplasms,mitopatho_heteroplasms
I16412,none,United Kingdom,Europe,"Scotland, Stirling, Coneypark Cairn (Cist 1)",Scotland_EBA_lc,Bronze Age,none,none,56.110896,-3.956996,U,Scotland_EBA_lc,none,n/a (<2x),..,2134 calBCE,2056 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16498,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_EIA,Iron Age,none,none,55.988523,-2.480662,F,Scotland_EIA,none,H2a1,n/a (female),750 calBCE,404 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2692,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_EIA,Iron Age,none,none,55.988523,-2.480662,F,Scotland_EIA,none,H2a1,n/a (female),727 calBCE,396 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16504,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_IA,Iron Age,none,none,55.988523,-2.480662,M,Scotland_IA,none,H1as,R1b1a1b1a1a2c1,42 calBCE,116 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16413,none,United Kingdom,Europe,"Scotland, East Lothian, North Berwick, Law Road",Scotland_LIA,Iron Age,none,none,56.057551,-2.71935,F,Scotland_LIA,none,H6a1a8,n/a (female),44 calBCE,117 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16418,none,United Kingdom,Europe,"Scotland, East Lothian, North Berwick, Law Road",Scotland_LIA,Iron Age,none,none,56.057551,-2.71935,M,Scotland_LIA,none,U5a1d2a,I2a1b1a1a1,97 calBCE,107 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16495,none,United Kingdom,Europe,"Scotland, East Lothian, North Berwick, Law Road",Scotland_LIA,Iron Age,none,none,56.057551,-2.71935,F,Scotland_LIA,none,H6a1a8,n/a (female),196 calBCE,3 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2693,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_LIA,Iron Age,none,none,55.988523,-2.480662,M,Scotland_LIA,none,H3+152,R1b1a1b1a1a,197 calBCE,1 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2699,none,United Kingdom,Europe,"Scotland, South Uist, Hornish Point",Scotland_LIA,Iron Age,none,none,57.4,-7.399,M,Scotland_LIA,none,HV,F,159 calBCE,26 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I27384,none,United Kingdom,Europe,"Scotland, West Lothian, House of Binns",Scotland_LIA,Iron Age,none,none,55.989526,-3.5255164,M,Scotland_LIA,none,H2a2a1g,R1b1a1b1a1a2c1,90 calBCE,110 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I27385,none,United Kingdom,Europe,"Scotland, West Lothian, House of Binns",Scotland_LIA,Iron Age,none,none,55.989526,-3.5255164,M,Scotland_LIA,none,T2b19,R1b1a1b1a1a2c1,43 calBCE,117 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2799,none,United Kingdom,Europe,"Scotland, Orkney, Howe of Howe",Scotland_LIA,Iron Age,none,none,58.97927,-3.26,M,Scotland_LIA,none,H1,R1b1a1b1a1a2c1a1a,152 calBCE,22 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2824,none,United Kingdom,Europe,"Scotland, Isle of Harris, Northton",Scotland_LIA,Iron Age,none,none,57.81,-7.094,M,Scotland_LIA,none,H13a1a,R1b1a1b,41 calBCE,121 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3566,none,United Kingdom,Europe,"Scotland, Highland, Applecross",Scotland_LIA,Iron Age,none,none,57.433,-5.815186425,M,Scotland_LIA,none,H13a1a,R1b1a1b1a1a2c1,170 calBCE,10 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3567,none,United Kingdom,Europe,"Scotland, Highland, Applecross",Scotland_LIA,Iron Age,none,none,57.433,-5.815186425,M,Scotland_LIA,none,J1c3b,R1b1a1b1a1a2c1,173 calBCE,8 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3568,none,United Kingdom,Europe,"Scotland, Highland, Applecross",Scotland_LIA,Iron Age,none,none,57.433,-5.815186425,M,Scotland_LIA,none,H7a1,R1b1a1b1a1a2c1a4b2b1,42 calBCE,119 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5474,none,United Kingdom,Europe,"Scotland, Scottish Borders, Cumledge (Auchencraw Park)",Scotland_LIA,Iron Age,none,none,55.802822,-2.347257,F,Scotland_LIA,none,K1a26,n/a (female),151 calBCE,77 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2656,none,United Kingdom,Europe,"Scotland, Longniddry, Grainfoot",Scotland_MBA,Bronze Age,none,none,55.97,-2.896,M,Scotland_MBA,none,n/a (<2x),..,1283 calBCE,940 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3065,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oronsay, Cnoc Coig",Scotland_Mesolithic_noUDG.SG,Mesolithic,none,none,56.011625,-6.240016,F,Scotland_Mesolithic_noUDG.SG,none,V / HV,n/a (female),4444 calBCE,4255 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3065,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oronsay, Cnoc Coig",Scotland_Mesolithic_contam,Mesolithic,none,none,56.011625,-6.240016,F,Scotland_Mesolithic_contam,none,H,n/a (female),4444 calBCE,4255 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2982,none,United Kingdom,Europe,"Scotland, Orkney, Bu",Scotland_MIA,Iron Age,none,none,58.96498,-3.2717,M,Scotland_MIA,none,H7a1,R1b1a1b1a1a2c1a2,395 calBCE,207 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2983,none,United Kingdom,Europe,"Scotland, Orkney, Bu",Scotland_MIA,Iron Age,none,none,58.96498,-3.2717,F,Scotland_MIA,none,U2e2a1c,n/a (female),399 calBCE,207 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16422,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_MIA_LIA,Iron Age,none,none,55.988523,-2.480662,M,Scotland_MIA_LIA,none,H3+152,R1b1a1b1a1a2b1,364 calBCE,121 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16499,none,United Kingdom,Europe,"Scotland, East Lothian, North Berwick, Law Road",Scotland_MIA_LIA,Iron Age,none,none,56.057551,-2.71935,M,Scotland_MIA_LIA,none,I2a,R1b1a1b1a1a2c1a1a,337 calBCE,43 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2694,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_MIA_LIA,Iron Age,none,none,55.988523,-2.480662,F,Scotland_MIA_LIA,none,H1ak1,n/a (female),361 calBCE,110 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2695,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_MIA_LIA,Iron Age,none,none,55.988523,-2.480662,M,Scotland_MIA_LIA,none,H2a1,R1b1a1b1a1a2c1,364 calBCE,121 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2696,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_MIA_LIA,Iron Age,none,none,55.988523,-2.480662,F,Scotland_MIA_LIA,none,U5a2b4a,n/a (female),355 calBCE,55 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16416,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_MIA_LIA_father.or.son.I16503,Iron Age,none,none,55.988523,-2.480662,M,Scotland_MIA_LIA_father.or.son.I16503,none,H3+152,R1b1a1b1a1a2,346 calBCE,51 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16503,none,United Kingdom,Europe,"Scotland, East Lothian, Broxmouth",Scotland_MIA_LIA_father.or.son.I16503,Iron Age,none,none,55.988523,-2.480662,M,Scotland_MIA_LIA_father.or.son.I16503,none,H1ak1,R1b1a1b1a1a2,349 calBCE,51 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19286,none,United Kingdom,Europe,"Scotland, Highland, Embo",Scotland_N,Neolithic,none,none,57.907525,-3.996847,M,Scotland_N,none,J1c1,I2a1a2,3331 calBCE,3022 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2629,none,United Kingdom,Europe,"Scotland, Orkney, Isbister",Scotland_N,Neolithic,none,none,58.74,-2.916,M,Scotland_N,none,n/a (<2x),I2a1a2,3350 BCE,2350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2796,none,United Kingdom,Europe,"Scotland, Orkney, Point of Cott",Scotland_N,Neolithic,none,none,59.3101,-2.940715,M,Scotland_N,none,H3,I2a1a2,3706 calBCE,3536 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3137,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Raschoille Cave",Scotland_N,Neolithic,none,none,56.414567,-5.469178,M,Scotland_N,none,HV0+195,I2a1b,3800 BCE,3000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6764,none,United Kingdom,Europe,"Scotland, Sutherland, Embo",Scotland_N,Neolithic,none,none,57.907315,-3.996827,F,Scotland_N,none,K1a1b1,n/a (female),3800 BCE,2500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6766,none,United Kingdom,Europe,"Scotland, Sutherland, Embo",Scotland_N,Neolithic,none,none,57.907315,-3.996827,F,Scotland_N,none,H,n/a (female),3800 BCE,2500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2658,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Macarthur Cave",Scotland_N_1d.rel.or.dup.I2657,Neolithic,none,none,56.42,-5.472,M,Scotland_N_1d.rel.or.dup.I2657,none,W1+119,I2a1b1,4000 BCE,3700 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12312,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Isle of Ulva, Ulva Cave",Scotland_N_lowEEF,Neolithic,none,none,56.467475,-6.172222,M,Scotland_N_lowEEF,none,K1a+195,I2a1b,3751 calBCE,3636 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12314,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Carding Mill Bay II",Scotland_N_lowEEF,Neolithic,none,none,56.407222,-5.490556,F,Scotland_N_lowEEF,none,T2b,n/a (female),3647 calBCE,3533 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3139,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Raschoille Cave",Scotland_N_lowEEF,Neolithic,none,none,56.414567,-5.469178,F,Scotland_N_lowEEF,none,H45,n/a (female),3800 BCE,3000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3041,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Raschoille Cave",Scotland_N_lowEEF_noUDG.SG,Neolithic,none,none,56.414567,-5.469178,M,Scotland_N_lowEEF_noUDG.SG,none,K1a3,I2a2a1a1a,3942 BCE,3037 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3139,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Raschoille Cave",Scotland_N_lowEEF_contam,Neolithic,none,none,56.414567,-5.469178,F,Scotland_N_lowEEF_contam,none,H45,n/a (female),3800 BCE,3000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12317,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Carding Mill Bay II",Scotland_N_mediumlowEEF,Neolithic,none,none,56.407222,-5.490556,M,Scotland_N_mediumlowEEF,none,H5,I2a1a2a1a2a,3629 calBCE,3377 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12313,none,United Kingdom,Europe,"Scotland, Argyll and Bute, Oban, Carding Mill Bay II",Scotland_N_possible.1d.rel.I12314_lc,Neolithic,none,none,56.407222,-5.490556,F,Scotland_N_possible.1d.rel.I12314_lc,none,T2b,n/a (female),3700 BCE,3350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6764,none,United Kingdom,Europe,"Scotland, Sutherland, Embo",Scotland_N.SG,Neolithic,none,none,57.907315,-3.996827,F,Scotland_N.SG,none,K1a1b,n/a (female),3800 BCE,2500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6766,none,United Kingdom,Europe,"Scotland, Sutherland, Embo",Scotland_N.SG,Neolithic,none,none,57.907315,-3.996827,F,Scotland_N.SG,none,H,n/a (female),3800 BCE,2500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23209,none,Serbia,Europe,"North Banat, Čoka, Ostojicevo",Serbia_BA_Maros,Bronze Age,none,none,45.888056,20.166667,M,Serbia_BA_Maros,none,K1a1a,..,2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23210,none,Serbia,Europe,"North Banat, Čoka, Ostojicevo",Serbia_BA_Maros,Bronze Age,none,none,45.888056,20.166667,F,Serbia_BA_Maros,none,J2b1a1,n/a (female),2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23211,none,Serbia,Europe,"North Banat, Čoka, Ostojicevo",Serbia_BA_Maros,Bronze Age,none,none,45.888056,20.166667,F,Serbia_BA_Maros,none,U5a1a1,n/a (female),2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0633,none,Serbia,Europe,"Vojvodina, Hrtkovci, Gomolova",Serbia_EN,Neolithic,none,none,44.9,19.75,M,Serbia_EN,none,H+16311,..,5610 calBCE,5376 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0634,none,Serbia,Europe,"Vojvodina, Hrtkovci, Gomolova",Serbia_EN,Neolithic,none,none,44.9,19.75,M,Serbia_EN,none,K1a4,..,4712 calBCE,4502 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23205,none,Serbia,Europe,"North Banat, Kikinda, Mokrin",Serbia_Mokrin_EBA_Maros,Bronze Age,none,none,45.934722,20.404444,M,Serbia_Mokrin_EBA_Maros,none,U3a1,..,2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23206,none,Serbia,Europe,"North Banat, Kikinda, Mokrin",Serbia_Mokrin_EBA_Maros,Bronze Age,none,none,45.934722,20.404444,F,Serbia_Mokrin_EBA_Maros,none,H+152,n/a (female),2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23207,none,Serbia,Europe,"North Banat, Kikinda, Mokrin",Serbia_Mokrin_EBA_Maros,Bronze Age,none,none,45.934722,20.404444,M,Serbia_Mokrin_EBA_Maros,none,H6a1b2,..,2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23208,none,Serbia,Europe,"North Banat, Kikinda, Mokrin",Serbia_Mokrin_EBA_Maros,Bronze Age,none,none,45.934722,20.404444,F,Serbia_Mokrin_EBA_Maros,none,U5a1d2a,n/a (female),2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23212,none,Serbia,Europe,"North Banat, Kikinda, Mokrin",Serbia_Mokrin_EBA_Maros,Bronze Age,none,none,45.934722,20.404444,F,Serbia_Mokrin_EBA_Maros,none,U5a1b1,n/a (female),2100 BCE,1800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11717,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,H1n6,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11719,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,J1c2,n/a (female),757 calBCE,423 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11721,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,K1c2,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11722,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,U5a1b1,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12097,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,HV10,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12098,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,U5a1a1,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12099,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,M,Slovakia_IA_Vekerzug,none,W+194,..,650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12102,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,J1c15,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12103,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,M,Slovakia_IA_Vekerzug,none,K1a2c,..,650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12104,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,T2b,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12105,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,H1,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12106,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,N1b1a5,n/a (female),783 calBCE,549 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12107,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,H34,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12110,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,M,Slovakia_IA_Vekerzug,none,J1c12,..,650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14465,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,M,Slovakia_IA_Vekerzug,none,U5a2b1b,..,650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14467,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,K1a4g,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14468,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,M,Slovakia_IA_Vekerzug,none,H+152,..,650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5287,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug,none,K1a1b2b,n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5288,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug,Iron Age,none,none,47.808164,18.218719,M,Slovakia_IA_Vekerzug,none,W+194,..,650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14464,none,Slovakia,Europe,"Komárno, Chotín IA",Slovakia_IA_Vekerzug_lc,Iron Age,none,none,47.808164,18.218719,F,Slovakia_IA_Vekerzug_lc,none,n/a (<2x),n/a (female),650 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11710,none,Slovakia,Europe,"Bratislava, Hlavné námestie 7, Kutscherfeld Palace",Slovakia_LIA,Iron Age,none,none,48.143503,17.108387,F,Slovakia_LIA,none,H5f,n/a (female),94 calBCE,58 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11712,none,Slovakia,Europe,"Bratislava, Bratislava Castle",Slovakia_LIA_LaTene,Iron Age,none,none,48.142329,17.099893,M,Slovakia_LIA_LaTene,none,HV0a,..,151 calBCE,8 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11713,none,Slovakia,Europe,"Bratislava, Bratislava Castle",Slovakia_LIA_LaTene,Iron Age,none,none,48.142329,17.099893,M,Slovakia_LIA_LaTene,none,V18a,..,190 BCE,1 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11715,none,Slovakia,Europe,"Bratislava, Bratislava Castle",Slovakia_LIA_LaTene,Iron Age,none,none,48.142329,17.099893,M,Slovakia_LIA_LaTene,none,V,..,190 BCE,1 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11716,none,Slovakia,Europe,"Bratislava, Panská 19-21, Pálffy Palace",Slovakia_LIA_LaTene,Iron Age,none,none,48.142163,17.107098,F,Slovakia_LIA_LaTene,none,H55+153,n/a (female),167 calBCE,46 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I22937,none,Slovenia,Europe,Grofove njive,Slovenia_EIA,Iron Age,none,none,45.914224,15.4691,F,Slovenia_EIA,none,U4a1,n/a (female),729 calBCE,402 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I22938,none,Slovenia,Europe,Zagorje ob Savi,Slovenia_EIA,Iron Age,none,none,46.13711,14.992415,F,Slovenia_EIA,none,U5b1b1+@16192,n/a (female),600 BCE,350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I22940,none,Slovenia,Europe,Zagorje ob Savi,Slovenia_EIA,Iron Age,none,none,46.13711,14.992415,M,Slovenia_EIA,none,H18,..,600 BCE,350 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23978,none,Slovenia,Europe,Zagorje ob Savi,Slovenia_EIA,Iron Age,none,none,46.13711,14.992415,M,Slovenia_EIA,none,H49,..,742 calBCE,400 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5689,none,Slovenia,Europe,Grofove njive,Slovenia_EIA,Iron Age,none,none,45.914224,15.4691,M,Slovenia_EIA,none,K1b1,..,750 calBCE,415 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5690,none,Slovenia,Europe,Grofove njive,Slovenia_EIA,Iron Age,none,none,45.914224,15.4691,M,Slovenia_EIA,none,T1a1,..,763 calBCE,425 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5691,none,Slovenia,Europe,"Novo mesto, Kapiteljska njive",Slovenia_EIA,Iron Age,none,none,45.81207,15.158908,M,Slovenia_EIA,none,I1a,..,787 calBCE,544 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5692,none,Slovenia,Europe,"Ljubljana, Kongresni trg",Slovenia_EIA,Iron Age,none,none,46.050237,14.50372,F,Slovenia_EIA,none,U5a1a1,n/a (female),795 calBCE,592 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5693,none,Slovenia,Europe,"Ljubljana, Kongresni trg",Slovenia_EIA,Iron Age,none,none,46.050237,14.50372,F,Slovenia_EIA,none,H2a2a1,n/a (female),796 calBCE,570 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5698,none,Slovenia,Europe,Zagorje ob Savi,Slovenia_EIA,Iron Age,none,none,46.13711,14.992415,F,Slovenia_EIA,none,H3,n/a (female),776 calBCE,539 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5697,none,Slovenia,Europe,Obrežje,Slovenia_LBA,Bronze Age,none,none,45.847908,15.690421,F,Slovenia_LBA,none,H7a1,n/a (female),901 calBCE,805 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23974,none,Slovenia,Europe,Obrežje,Slovenia_LBA_EIA,Bronze Age,none,none,45.847908,15.690421,M,Slovenia_LBA_EIA,none,T2b,..,1000 BCE,300 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5695,none,Slovenia,Europe,Obrežje,Slovenia_MBA,Bronze Age,none,none,45.847908,15.690421,M,Slovenia_MBA,none,N1a1a1,..,1423 calBCE,1268 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5696,none,Slovenia,Europe,Obrežje,Slovenia_MIA_oSouth,Iron Age,none,none,45.847908,15.690421,M,Slovenia_MIA_oSouth,none,H4a1c1a,..,401 calBCE,208 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
